Registration Number,Action ID,Builder,Promoter Name,Project Name,District,Taluka,Project Type,Approved On,Proposed Completion Date,Proposed Completion Date At Registration,Project Address,Latitude,Longitude,Total Units,Has Quarterly Update,Units Booked (Q3_FY25-26),Units Available (Q3_FY25-26),Units Booked (Q4_FY25-26),Units Available (Q4_FY25-26),Units Booked (Q1_FY26-27),Units Available (Q1_FY26-27)
TOR/PRM/KA/RERA/1251/309/PR/211222/003473,7819,CUMINS REALM LLP,CUMINS REALM LLP,CUMINS REALM,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-12-22,2023-06-30,2023-06-30,"#354 New Sy No: 2/7 and Sy Old No: 2/3 Sannatammanhalli Village, Thambu Chetty Palya, K R Puram Hobli, CLose to St.Anthony's Church",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210219/003941,7822,Togetherments Infra Pvt Ltd,Togetherments Infra Pvt Ltd,2g TULA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-02-19,2027-12-27,2024-12-27,"Khatha No. 866, Sy. No. 73/1,2A,3, Hoodi Village, K R Puram Hobli, Bangalore East Taluk,, Bangalore - 560048",NA,NA,256,Yes,150,106,160,96,165,91
PRM/KA/RERA/1251/446/PR/210331/004074,7823,MEDARAMETLA VENKATA SHESHAMMA,MEDARAMETLA VENKATA SHESHAMMA,ECOSPRINGS - 2,Bengaluru Urban,Bengaluru East,Plotted Development,2021-03-31,2022-06-30,2022-06-30,"SY NOS. 47 & 46/7, KATTUGOLLAHALLI, BIDARAHALLI HOBLI,, BANGALORE EAST TALUK, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210216/003909,7835,Brigade,Brigade Tetrarch Private Limited,Feldspar at Brigade El Dorado,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-02-16,2024-12-31,2024-12-31,"Plot No. R5 & R-8, Sy No: 177 (P) of Bagluru Village Sy No. 69(P), 70(P) and 72(P) in Huvinayakanahalli Village, (Hardware Sector) Hitech, , Defence & Aerospace Park, Industrial Area, Jala Hobli,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/210219/003930,7841,GOTTUMUKKALA SRINIVASA VARMA,GOTTUMUKKALA SRINIVASA VARMA,AVANT GARDE ONE,Bengaluru Urban,Yelahanka,Residential/Group Housing,2021-02-19,2027-12-31,2023-01-31,"Sy No. 51/5 Village Ananthpura , Yelankha Hobali, Yelankha Taluk, Karanataka",NA,NA,9,Yes,3,6,1,8,NA,NA
PRM/KA/RERA/1251/446/PR/210302/003980,7846,Kumar Properties Pvt Ltd,Kumar Properties Pvt Ltd,KUMAR PROSPERA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-02,2030-06-30,2025-06-30,"Khata No 34 & 35, Sy No 15/2 & 16/2,Geddalahalli Village, Horamavu, KR Puram Hobli, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210405/004102,7847,Durga Devi Shelters,Durga Devi Shelters,Durga Devi Enclave,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-04-05,2021-12-31,2021-12-31,"No.4/4/2, Happy Valley Layout, Uttarahalli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/220214/004696,7850,Elita Enterprises LLP,Elita Enterprises LLP,Blossom Park,Bengaluru Urban,Bengaluru South,Plotted Development,2022-02-14,2022-12-31,2022-12-31,"Sy.No-42(P), Arehalli Village, Uttarahalli Hobli, South Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210216/003910,7853,Lewis Infra,LEWIS INFRASTRUCTURE AND PROJECTS,GLORIOUS A2,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-02-16,2023-12-31,2023-12-31,"Sy.No.79/2, earlier Sy.No.79 (Old No 16A and 16B), Kyalasanahalli Village, K.R.Puram Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210312/004010,7858,VAISHNO BUILDERS,VAISHNO VENTURES,VAISHNO EXCELLENCY,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-12,2023-12-31,2023-12-31,"Sy No. 86/1B, Mullur Village, Varthur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210401/004091,7861,Bhavisha,Bhavisha Properties,Bavisha Gardeniaa Phase 2,Bengaluru Urban,Anekal,Residential/Group Housing,2021-04-01,2022-01-31,2022-01-31,"Sy. No. 43/2A new Sy. No. 43/2C and Sy. No.42/2A, , Trinity Complex, Sompura Gate Sarjapur Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210928/004305,7864,Surya Homes,Surya Projects,Surya Humming Bird,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-09-28,2025-12-31,2025-12-31,"Sy Nos.42, 44/1 and 44/2, Channasandra Village, Biddarahalli Hobli, Bangalore East Taluk",NA,NA,225,Yes,225,0,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210302/003981,7870,RGHCL,Rajiv Gandhi Housing Corporation Limited,CM 1 Lakh Multi Storey Bengaluru Housing,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-02,2024-03-07,2024-03-07,"Sy No.15 Kyalasanahalli Village, K R Puram Hobli, Bengaluru East taluk, Sy No.15 Kyalasanahalli Village, K R Puram Hobli, Bengaluru East taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210302/003982,7872,NVT QUALITY LIFESTYLE HOMES LLP,NVT Quality Lifestyle Projects Private Limited,NVT STOPPING BY THE WOODS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-02,2025-12-31,2025-12-31,"Sy No. 60 ,Huskur Village & Sy No. 151, Bommenahalli Village, Bidarahalli Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210323/004056,7874,AALAYA HOMES,AALAYA HOMES,NATURA ANYA,Bengaluru Urban,Anekal,Residential/Group Housing,2021-03-23,2023-05-05,2023-05-05,"Sy No.13/3 & 13/4 ( Old Sy No. 13/1), Kadaagrahara Village, Sarjapura Hobli , Anekal Taluk , Bangalore Urban Dist.",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210219/003934,7878,KSDB,Karnataka Slum Development Board,Construction of 485 DU's,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-02-19,2026-06-20,2026-06-20,"Sagaypuram, Pulakeshinagara",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
TOR/PRM/KA/RERA/1251/309/PR/220706/000637,7880,Mr. Syed Aslam Basha & Mrs. Nazeema Aslam,Mr. Syed Aslam Basha & Mrs. Nazeema Aslam,SIGNATURE,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2022-07-06,2018-03-31,2018-03-31,"Site no 2, Nirguna Mandir Extension, Srinivagilu Village,, Begur Hobli, Ward number 68, Ejipura, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210319/004033,7883,SPL PALMS DEVELOPERS PRIVATE LIMITED,SPL PALMS DEVELOPERS PRIVATE LIMITED,THE POEM BY SHRIRAM PROPERTIES,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-03-19,2027-03-31,2026-03-31,"SY NO 60/3, OF SHETTI HALLI SY NO 20, 21, 22 AND 29, OF MYADARA HALLI YESHWANTHPUR HOBLI , BENGALURU NORTH PIN 560090 BBMP WARD NO 12",NA,NA,660,Yes,660,0,660,0,660,0
PRM/KA/RERA/1251/310/PR/210302/003983,7888,Concorde,Concorde Millennium LLP,Concorde Abode 99,Bengaluru Urban,Bengaluru South,Plotted Development,2021-03-02,2026-09-30,2026-09-30,"Sy No 10/1, 10/2, 10/3, 11/2B, 12/1, 12/2, 17 and 31/1, Ramasagara Village, Attibele Hobli, Anekal Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/230725/006090,7900,VIJAYANAGAR ECO VILLAGE PRIVATE LIMITED,VIJAYANAGAR ECO VILLAGE PRIVATE LIMITED,VIJAYANAGAR ECO VILLAGE,Bengaluru Urban,Anekal,Plotted Development,2023-07-25,2026-03-31,2026-03-31,"SY NO 43,46,47,48,49/1,50/1, 50/2, 50/4, 51,52/2,53,54/1,55, , Bukkasagara Village, Jigani Hobli, Anekal Taluk",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/211007/004339,7908,MEENAAKSHI BUILDERS,MEENAAKSHI BUILDERS,MEENAAKSHI GARDENIA,Bengaluru Urban,Yelahanka,Residential/Group Housing,2021-10-07,2023-12-01,2023-12-01,"Sy No. 113/2, Katha No 104/113/2, Singapura Village, Vidyaranyapura, Yelahanka Hobli, Bangalore North Taluk, Ward No: 11",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210319/004035,7912,ADITHYA HOMES,ADITHYA DEVELOPERS,ADITHYA GREEN GARDENS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-19,2023-02-28,2023-02-28,"SY.NO.48,KATHA NO.69,KODIGEHALLI VILLAGE, K R PURAM HOBLI, WARD NO-54, BAGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210331/004075,7915,SRIKARA STRUCTURES,SRIKARA STRUCTURES,SRIKARA URBAN PARK,Bengaluru Urban,Anekal,Residential/Group Housing,2021-03-31,2027-03-31,2026-03-31,"Sy. No. 67/1, 67/2, 68/3 of Maragondanahalli Village, Jigani Hobli, Anekal Taluk, Bengaluru",NA,NA,126,Yes,43,83,44,82,49,77
PRM/KA/RERA/1251/308/PR/210323/004058,7917,RGHCL,Rajiv Gandhi Housing Corporation Limited,CM 1 Lakh Multi  Storey Bengaluru Housing Prg,Bengaluru Urban,Anekal,Residential/Group Housing,2021-03-23,2024-03-07,2024-03-07,"SY NO 69, KOOGURU VILLAGE, SARJAPURA HOBLI,ANEKAL TALUK, SY NO 69, KOOGURU VILLAGE, SARJAPURA HOBLI,ANEKAL TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210319/004036,7920,Ms Gokul Developers,Ms Gokul Developers,GOKUL VATIKA ADDRES'S,Bengaluru Urban,Bengaluru South,Plotted Development,2021-03-19,2023-08-31,2023-08-31,"SY.No.29/5(P), SY.No.31/1(P), SY.No.31/2 of Chikkathogur Village , SY.No.132 of Doddathogur Village, Beguru hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
TOR/PRM/KA/RERA/1251/308/PR/230429/002429,7937,Bhaarath Builders,Bhaarath Builders,ARKA IRIS GRAND,Bengaluru Urban,Anekal,Residential/Group Housing,2023-04-29,2026-12-31,2022-11-09,"Sy.no.13/4, H Hosahalli, Hennagara Main road, Jigani Hobli, Anekal Taluk, Bangalore",NA,NA,56,Yes,54,2,49,7,49,7
PRM/KA/RERA/1251/310/PR/210331/004077,7943,RK SURAKSHA PROPERTIES,RK SURAKSHA PROPERTIES,SURAKSHA TRANQUIL GARDENS,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-03-31,2024-12-31,2024-12-31,"Site / Katha No 1641 Sy No 13/2 and 13/3 , Hulimavu Village, Begur Hobli Bangalore South taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210302/003989,7944,SBR HABIITAT LLP,SBR HABIITAT LLP,SBR KEERTHIPRIME,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-02,2024-12-29,2024-12-29,"SY NO 48 HUSKUR VILLAGE BIDARAHALLI HOBLI, BANGALORE EAST TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210730/004199,7946,RGHCL,Rajiv Gandhi Housing Corporation Limited,1 Lakh Multi Storey Bengaluru Housing NELAGULI-2,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-07-30,2024-03-07,2024-03-07,"Nelaguli Site-02, Sy No 145, Utthralli hobli , Bengaluru South taluk, Bengaluru",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210416/004127,7957,APG Lifestyle Homes Private Limited,APG Lifestyle Homes Private Limited,Assetz Atmos & Aura,Bengaluru Urban,Bengaluru North,Plotted Development,2021-04-16,2024-02-28,2023-02-28,"S Y.NOS.82/1 86/1 86/2 86/3 86/4 86/5 86/6 87 & 173/2, DODDAJALA VILLAGE JALA HOBLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/211005/004334,7969,Greennesto Builders and  Developers,Greennesto Builders and  Developers,Greennesto-O2,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-10-05,2025-12-31,2025-12-31,"Converted Sy No.3/2 and 3/1B, Haralur Village, Varthur Hobli Bangalore East Taluk",NA,NA,88,Yes,88,0,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/220210/004687,7980,DESAI DEVELOPERS,Desai Developers,Desai Green Gardens,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2022-02-10,2023-12-31,2023-01-01,"Converted Sy No.46/1 Dasarahalli Village, K.R.Puram Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210409/004115,7981,JAI BHARATHI CONSTRUCTION,JAI BHARATHI CONSTRUCTION,JAI BHARATHI SIGNATURE,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-04-09,2022-06-30,2022-06-30,"Sy no 586, Kalkere Village, Horamavu Main Road, KR Puram",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/210319/004040,7986,ALLEGRO MAHABALESHWARA VENTURES LLP,ALLEGRO MAHABALESHWARA VENTURES LLP,CLASSIQUE  WOODSVILLE,Bengaluru Urban,Yelahanka,Residential/Group Housing,2021-03-19,2024-01-31,2024-01-31,"C-29, SURVEY NO: 37, RAMANASHREE CALIFORNIA GARDENS LAYOUT, PUTTENAHALLI VILLAGE, ANANTHAPUR ROAD, YELAHANKA HOBLI, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210705/004180,7999,ATZ PROPERTIES,ATZ PROPERTIES,ATZ AREVA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-07-05,2026-06-30,2023-12-01,"Khatha No.350, Sy. No.74/2 and Sy. No.75/2, Munciple No.10, , Balagere Village, Varthur Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210331/004080,8006,Newdimensions Developers Private Limited,Newdimensions Developers Private Limited,Glendale,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-31,2022-12-31,2022-12-31,"71/1, Varthur Road, C.V. Raman Nagar, , Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/211110/004493,8011,GOKUL INDWIN DEVELOPERS,GOKUL INDWIN DEVELOPERS,BLUE BERRY HOMES,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-11-10,2025-01-31,2025-01-31,"Sy No. 17/11 & 17/12, TANISANDRA VILLAGE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210416/004130,8014,Radiant,Radiant Kaira,RADIANT KAIRA,Bengaluru Urban,Anekal,Residential/Group Housing,2021-04-16,2028-12-31,2024-12-31,"Sy.No.24/1 and Sy.No.23 at Kammasandra Agrahara Village, Kasaba Hobli,Anekal Taluk",NA,NA,225,Yes,97,128,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/210409/004117,8017,Adarsh,ADARSH HAVEN PRIVATE LIMITED,ADARSH GREENS PHASE 2,Bengaluru Urban,Yelahanka,Residential/Group Housing,2021-04-09,2027-05-31,2025-05-31,"KHATA NO.783, SURVEY NO. 3 & 9, GASTHI KEMPANAHALLI VILLAGE , YELAHANKA HOBLI, BENGALURU NORTH TALUQ.",NA,NA,1042,Yes,1042,0,1042,0,1042,0
PRM/KA/RERA/1251/310/PR/210409/004118,8018,SRI MURARI BUILDERS,SRI MURARI BUILDERS,SRI MURARI GRAND,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-04-09,2023-08-30,2023-08-30,"Sy.No.22/2, Khatha No.279/22/2, Basapura Village, , Begur Hobli, Ward no. 192, Bengaluru South - 560068",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210319/004042,8025,Brigade,Brigade Enterprises Ltd,Brigade Gem,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-19,2024-08-31,2024-08-31,"Sy.No.5/1 and 5/2, Chikkanayakanahalli Village,, Varthur Hobli, Bangalore East Taluk,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210408/004106,8029,Mahendra Homes Pvt Ltd,Mahendra Homes Pvt Ltd,Mahendra Aarya,Bengaluru Urban,Anekal,Residential/Group Housing,2021-04-08,2025-12-31,2025-12-31,"Sy no 13,12/1,10/1,8/4,9/2 & 6/1 of Andapura village, Attibele Hobli, Anekal Taluk",NA,NA,662,Yes,555,107,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210813/004261,8033,SREE RAYALASEEMA HI STRENGTH HYPO LIMITED,SREE RAYALASEEMA HI STRENGTH HYPO LIMITED,SHRIRAM WESTWOODS,Bengaluru Urban,Bengaluru South,Plotted Development,2021-08-13,2026-02-26,2026-02-26,"SY.NO.20/2,23,24(P), 25/1(P) & 25/2(P) , OF DODDERI VILLAGE, TAVAREKERE HOBLI, BANGALORE SOUTH TALUK,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
TOR/PRM/KA/RERA/1251/309/PR/220802/000219,8035,BHAIRAV HOLDINGS INC,BHAIRAV HOLDINGS INC,Assetz 22 & Crest,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2022-08-02,2026-12-31,2022-03-30,"PID No.10-1-71, Yeshwanthapura, Industrial Sub Urb, , Ward No.10, Mahalakshmipuram, Bangalore",NA,NA,197,Yes,87,110,96,101,97,100
PRM/KA/RERA/1251/446/PR/210409/004119,8040,M S DEVELOPERS AND CONSTRUCTIONS,M S DEVELOPERS AND CONSTRUCTIONS,M S IMMANUEL RESIDENCIES,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-04-09,2022-12-31,2022-12-31,"Site Nos.7 and 8, Present BBMP Katha No.180/194/2, Comprised in Property No.92/4B, situated at Horamavu Agara Village, K.R.Puram Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/211204/004571,8047,METROPOLIS FAIR OAKS II,METROPOLIS FAIR OAKS II,METROPOLIS FAIR OAKS II EXTN,Bengaluru Urban,Anekal,Plotted Development,2021-12-04,2025-12-31,2025-12-31,"Sy.No.243/2 and Sy.No.245, Sarjapura Village Sarjapura Hobli Anekal Taluk",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210928/004306,8050,SAI SUMUKHA SUPRAJA INFRA,SAI SUMUKHA SUPRAJA INFRA,SREEVARI GANGA HOMES,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-09-28,2023-01-01,2023-01-01,"Municipal New No.32 (Old No.166/202), earlier No.68/1, Jaraganahalli Village, Uttarahalli Hobli, Bangalore South Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210913/004302,8064,Salarpuria Sattva,SATTVA DEVELOPERS PRIVATE LIMITED,SALARPURIA-SATTVA ANUGRAHA,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-09-13,2024-12-31,2024-12-31,"Katha No.8/1-1, Magadi Main Road, Pete Chennappa Industrial Area, 1st Main Road, Ward Number 36, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210319/004044,8065,Casa Grande,Casa Grande Garden City Builders Private Limited,Casagrand Florella,Bengaluru Urban,Anekal,Residential/Group Housing,2021-03-19,2023-03-09,2022-03-09,"Survey No.214, S. Medahalli Village, Sarjapura Hobli, Anekal Taluk, , Bengaluru",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210518/004150,8067,Sobha,SOBHA LIMITED,Sobha Manhattan Towers-Town Park Phase 1 W 4 & 5,Bengaluru Urban,Anekal,Residential/Group Housing,2021-05-18,2026-12-31,2026-12-31,"Phase 1 at Sy.No.48/1A and 48/2, in the composite project Sobha Manhattan Towers - Town Park situated at , Sy.Nos.48/1A, 48/2, 50/2 and 50/3, presently bearing Khata No.1877/48/1A-1881/50/2-1886/48/2-1913/50/3, situated at Yadavanahalli Village, Attibele Hobli, Anekal Taluk",NA,NA,280,Yes,280,0,280,0,280,0
PRM/KA/RERA/1251/308/PR/210518/004151,8070,Sobha,SOBHA LIMITED,Sobha Manhattan Towers-Town Park Phase 2 W 1 & 2,Bengaluru Urban,Anekal,Residential/Group Housing,2021-05-18,2028-09-30,2028-09-30,"Phase 2 at Sy.No.50/2, in the composite project Sobha Manhattan Towers - Town Park situated at , Sy.Nos.48/1A, 48/2, 50/2 and 50/3, presently bearing Khata No.1877/48/1A-1881/50/2-1886/48/2-1913/50/3, situated at Yadavanahalli Village, Attibele Hobli, Anekal Taluk",NA,NA,280,Yes,280,0,280,0,280,0
PRM/KA/RERA/1251/446/PR/210323/004065,8074,MYTHRI BUILDERS,MYTHRI BUILDERS,MYTHRI SAPPHIRE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-03-23,2024-12-12,2024-12-12,"Sy Nos. 67/2 and 70/5, Kodathi Village, Beside Assetz 63 Degree,, Chikkanayakanahalli, Varthur Hobli, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/211209/004576,8076,DS Max,DS Max Properties Private Limited,DS MAX STAVAM,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-12-09,2025-03-31,2025-03-31,"Sy No.107/3, 107/4 & 107/5, Harohalli Village, Yelahanka Hobli Bangalore - 560064",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210409/004120,8079,GLOBAL EDIFICE INFRA,GLOBAL EDIFICE BUILDERS,CELESTA,Bengaluru Urban,Anekal,Residential/Group Housing,2021-04-09,2025-12-30,2025-12-30,"Sy. no. 39/1 & 39/2, Iggalur village, Chandapura post, Attibele hobli ,Anekal Taluk, Bangalore-560099",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210331/004084,8087,Universal Metro Properties LLP,Universal Metro Properties LLP,Godrej Ananda,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-03-31,2027-01-08,2026-01-08,"- Plot No. R-10 of (Hardware Housing sector) Hitech, Defence & Aerospace Park, Bengaluru, bearing Sy.No.176 (Block No. 4, 5, 6, 7, 8, 9, 10, 11, 12 & , Sy.No. 177 (Block No. 15,16, 17, 18, 19, 20 & 23) and Sy. No. 484 of Bagalur Village, Jala Hobli, Bengaluru North Taluk, Bengaluru Urban District.",NA,NA,806,Yes,794,12,794,12,NA,NA
PRM/KA/RERA/1251/446/PR/210518/004154,8089,SRI PARVATA BUILDERS PRIVATE LIMITED,SRI PARVATA BUILDERS PRIVATE LIMITED,THE HAVEN,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-05-18,2025-06-30,2024-06-30,"Survey No.8/4, Belathur Village, Bidarahalli Hobli, Bengaluru East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210525/004163,8090,AKARSHA REALTY PRIVATE LIMITED,AKARSHA REALTY PRIVATE LIMITED,ADARSH PARK HEIGHTS  PHASE 1,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-05-25,2027-05-31,2025-05-31,"KATHA NO 1778 , GUNJUR VILLAGE, VARTHUR HOBLI, BANGALORE EAST TALUK, WARD NO.149,, MAHADEVAPURA ZONE, BANGALORE",NA,NA,787,Yes,769,18,773,14,773,14
PRM/KA/RERA/1251/310/PR/210804/004216,8091,RGHCL,Rajiv Gandhi Housing Corporation Ltd,1 Lakh Multi Storey Bengaluru Housing Programme,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-08-04,2025-02-20,2025-02-20,"Sy No.28, Muddayanapalya, Taverekere , Bengalore South, Sy No.28, Muddayanapalya, Taverekere , Bengalore South",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210422/004143,8099,UNITED BUILDERS,UNITED PROJECTS,UNITED BLOSSOM,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2021-04-22,2023-10-31,2023-10-31,"SURVEY NO. 106/2, DODDABANAHALLI VILLAGE, , BIDARAHALLI HOBLI, BETQ, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/210525/004164,8104,SAHASRA BUILDERS AND DEVELOPERS,SAHASRA BUILDERS AND DEVELOPERS,SAHASRA MOUNT OAK,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2021-05-25,2023-03-31,2023-03-31,"KHATHA NO.604/115, HENNUR – BAGLUR MAIN ROAD, HENNUR VILLAGE, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210405/004105,8105,Pionier,PIONIER GARDENIAA PHASE II,STERLLING AVEENUE,Bengaluru Urban,Anekal,Plotted Development,2021-04-05,2024-03-30,2024-03-30,"SY. NO. 42/1 & 42/2, GATTAHALLI VILLAGE, SARJAPURA HOBLI, ANEKAL TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/211117/004501,8106,R M G PROJECTS,R M G PROJECTS,RMG Projects,Bengaluru Urban,Bengaluru North,Plotted Development,2021-11-17,2021-08-31,2021-08-31,"Sy No.63(P), Budamanahalli Village, Hessaraghatta Hobli, Yelhanka Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210422/004144,8107,Bhavisha,Bhavisha Properties,Bavisha Gardeniaa Phase 3,Bengaluru Urban,Anekal,Residential/Group Housing,2021-04-22,2022-02-28,2022-02-28,"Trinity Complex, Sompura Gate, Sarjapur Road, Bengaluru",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/210913/004303,8109,MR GROUP,MR GROUP,MRG BLISS,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2021-09-13,2024-11-30,2024-03-31,"Site No 939, Sy No 55, Ward No. 191, Singasandra Village, , Begur Hobli, Bangalore South Taluk Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/211130/004557,8116,Bhavisha,Bhavisha Properties,Bavisha Greenwoods,Bengaluru Urban,Anekal,Residential/Group Housing,2021-11-30,2022-03-31,2022-03-31,"Sy. No.43/5 (old No.43/1), Sy. No. 43/2A and Sy. No.43/3A, Sompura Village, Sarjapur Hobli, Anekal Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
